Age;Gender;Education Level;Job Title;Years of Experience;Salary;Country;Race
28.0;Male;Bachelor;Software Engineer;4.0;160000.0;Canada;White
30.0;Male;Master;Software Engineer;6.0;170000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;5.0;150000.0;China;Chinese
30.0;Female;Bachelor;Software Engineer;8.0;180000.0;China;Korean
32.0;Male;Bachelor;Software Engineer;10.0;190000.0;USA;Hispanic
34.0;Male;Bachelor;Software Engineer;12.0;195000.0;UK;White
31.0;Male;Bachelor;Software Engineer;9.0;180000.0;Australia;Asian
28.0;Male;Bachelor;Software Engineer;4.0;160000.0;Canada;White
30.0;Male;Master;Software Engineer;6.0;170000.0;UK;Asian
27.0;Male;Bachelor;Software Engineer;5.0;150000.0;UK;Asian
30.0;Female;Bachelor;Software Engineer;8.0;180000.0;USA;Hispanic
32.0;Male;Bachelor;Software Engineer;10.0;190000.0;China;Korean
34.0;Male;Bachelor;Software Engineer;12.0;195000.0;UK;White
31.0;Male;Bachelor;Software Engineer;9.0;180000.0;China;Korean
28.0;Male;Bachelor;Software Engineer;4.0;160000.0;Australia;White
30.0;Male;Master;Software Engineer;6.0;170000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;5.0;150000.0;Canada;White
30.0;Female;Bachelor;Software Engineer;8.0;180000.0;China;Chinese
32.0;Male;Bachelor;Software Engineer;10.0;190000.0;China;Korean
34.0;Male;Bachelor;Software Engineer;12.0;195000.0;Canada;Asian
31.0;Male;Bachelor;Software Engineer;9.0;180000.0;UK;Asian
28.0;Male;Bachelor;Software Engineer;4.0;160000.0;Canada;White
30.0;Male;Master;Software Engineer;6.0;170000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;5.0;150000.0;USA;Asian
30.0;Female;Bachelor;Software Engineer;8.0;180000.0;UK;Asian
32.0;Male;Bachelor;Software Engineer;10.0;190000.0;Canada;Black
34.0;Male;Bachelor;Software Engineer;12.0;195000.0;USA;African American
31.0;Male;Bachelor;Software Engineer;9.0;180000.0;USA;Asian
28.0;Male;Bachelor;Software Engineer;4.0;160000.0;USA;Hispanic
30.0;Male;Master;Software Engineer;6.0;170000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;5.0;150000.0;Australia;Asian
30.0;Female;Bachelor;Software Engineer;8.0;180000.0;China;Korean
32.0;Male;Bachelor;Software Engineer;10.0;190000.0;UK;Mixed
34.0;Male;Bachelor;Software Engineer;12.0;195000.0;Australia;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Canada;Asian
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;White
27.0;Male;Bachelor;Software Engineer;3.0;70000.0;Australia;White
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Canada;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;China;Korean
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;USA;Hispanic
25.0;Female;Master;Software Engineer;2.0;60000.0;Australia;Australian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Mixed
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;African American
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;USA;White
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Canada;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;China;Chinese
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;White
25.0;Female;Master;Software Engineer;2.0;60000.0;China;Chinese
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;USA;Hispanic
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;UK;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Chinese
25.0;Female;Master;Software Engineer;2.0;60000.0;Australia;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;China;Korean
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Korean
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Mixed
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Australia;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Korean
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Mixed
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Welsh
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;USA;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Canada;Black
26.0;Female;Bachelor;Software Engineer;2.0;65000.0;UK;Asian
35.0;Female;Master;Software Engineer;9.0;140000.0;USA;African American
24.0;Female;Master;Software Engineer;2.0;60000.0;UK;Mixed
27.0;Female;Bachelor;Software Engineer;3.0;65000.0;Australia;Asian
22.0;Male;Bachelor;Software Engineer;1.0;50000.0;China;Korean
28.0;Female;Bachelor;Software Engineer;4.0;70000.0;USA;Hispanic
25.0;Male;Master;Software Engineer;2.0;60000.0;USA;African American
28.0;Male;Bachelor;Software Engineer;4.0;70000.0;UK;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Australia;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;UK;Welsh
25.0;Female;Master;Software Engineer;2.0;60000.0;Australia;Australian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;China;Chinese
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;UK;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;Mixed
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Korean
25.0;Female;Master;Software Engineer;2.0;60000.0;USA;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Canada;Black
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;UK;Welsh
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;Black
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Korean
25.0;Female;Master;Software Engineer;2.0;60000.0;Canada;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Australia;Australian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;Hispanic
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;China;Korean
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;USA;Hispanic
25.0;Female;Master;Software Engineer;2.0;60000.0;USA;Hispanic
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Australia;Australian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;African American
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;China;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Australia;White
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;USA;African American
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;China;Korean
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;China;Chinese
26.0;Male;Bachelor;Software Engineer;2.0;60000.0;Canada;White
29.0;Male;Bachelor;Software Engineer;4.0;80000.0;Australia;Australian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Canada;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Australia;Asian
25.0;Female;Master;Software Engineer;2.0;60000.0;Australia;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;China;White
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;African American
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Australia;Australian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;UK;Welsh
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Welsh
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;China;White
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;China;Chinese
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Korean
25.0;Female;Master;Software Engineer;2.0;60000.0;China;Korean
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;Welsh
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;UK;Mixed
25.0;Female;Master;Software Engineer;2.0;60000.0;USA;African American
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Canada;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;Chinese
25.0;Female;Master;Software Engineer;2.0;60000.0;USA;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;China;Korean
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Australia;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;USA;Hispanic
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;Welsh
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Australia;Australian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;UK;Welsh
30.0;Female;Bachelor;Software Engineer;4.0;80000.0;USA;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;USA;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Canada;Asian
25.0;Female;Master;Software Engineer;2.0;60000.0;Canada;Asian
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;UK;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;China;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;USA;African American
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Australia;Australian
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;USA;African American
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Australia;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Canada;White
25.0;Female;Master;Software Engineer;2.0;60000.0;China;Chinese
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Canada;Asian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Canada;Asian
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;USA;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Canada;Black
25.0;Female;Master;Software Engineer;2.0;60000.0;Canada;Black
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;Australia;Australian
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Australia;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Australia;Asian
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;UK;Asian
25.0;Female;Master;Software Engineer;2.0;60000.0;China;Korean
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;USA;Hispanic
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;Hispanic
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Australia;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;Australia;White
25.0;Female;Master;Software Engineer;2.0;60000.0;USA;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;USA;Hispanic
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;Canada;White
27.0;Female;Bachelor;Software Engineer;3.0;70000.0;Canada;White
23.0;Female;Bachelor;Software Engineer;1.0;50000.0;China;White
25.0;Female;Master;Software Engineer;2.0;60000.0;UK;White
28.0;Male;Bachelor;Software Engineer;4.0;75000.0;China;Chinese
30.0;Female;Bachelor;Software Engineer;5.0;90000.0;USA;African American
28.0;Male;Bachelor;Software Engineer;3.0;60000.0;China;Korean
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;Black
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;White
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;Australia;White
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;Chinese
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;USA;African American
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;UK;Mixed
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;White
31.0;Male;Bachelor;Software Engineer;4.0;65000.0;Australia;Australian
27.0;Male;Bachelor;Software Engineer;3.0;60000.0;UK;Asian
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;White
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;Asian
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;UK;Mixed
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;Asian
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;Australia;Asian
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;UK;White
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;Chinese
29.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;Asian
24.0;Male;Bachelor;Software Engineer;2.0;55000.0;Canada;Asian
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;Canada;White
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;Korean
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;White
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;UK;Asian
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;UK;Mixed
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;Chinese
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;China;White
30.0;Male;Bachelor;Software Engineer;4.0;65000.0;USA;Asian
31.0;Male;Bachelor;Software Engineer;5.0;80000.0;UK;Mixed
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;Australia;Australian
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;UK;Mixed
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;Canada;Asian
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;China;Chinese
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;China;White
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;USA;Asian
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;Australia;Asian
29.0;Male;Bachelor;Software Engineer;4.0;70000.0;Canada;Black
34.0;Male;Bachelor;Software Engineer;6.0;85000.0;Canada;White
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;Australia;Australian
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;USA;African American
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;Australia;Asian
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;USA;White
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;China;White
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;Canada;Black
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;UK;Asian
30.0;Male;Bachelor;Software Engineer;5.0;75000.0;UK;Mixed
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;UK;Mixed
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;Canada;Black
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;Australia;White
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;Canada;Asian
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;USA;White
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;Australia;Asian
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;USA;Asian
29.0;Male;Bachelor;Software Engineer;4.0;71000.0;Canada;Asian
31.0;Female;Bachelor;Software Engineer;5.0;74000.0;Canada;White
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;USA;White
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;Australia;Asian
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;China;Korean
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;China;Chinese
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;Canada;Black
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;Australia;Australian
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;China;Chinese
26.0;Male;Bachelor;Software Engineer;1.0;52000.0;UK;Mixed
23.0;Male;Bachelor;Software Engineer;1.0;60000.0;China;White
23.0;Male;Bachelor;Software Engineer;1.0;60000.0;Australia;Asian
23.0;Male;Bachelor;Software Engineer;1.0;60000.0;Australia;Australian
23.0;Male;Bachelor;Software Engineer;1.0;60000.0;USA;Hispanic
23.0;Male;Bachelor;Software Engineer;1.0;60000.0;China;Chinese
28.0;Male;Bachelor;Software Engineer;3.0;85000.0;Canada;Asian
28.0;Male;Bachelor;Software Engineer;3.0;85000.0;UK;Welsh
28.0;Male;Bachelor;Software Engineer;3.0;85000.0;Canada;Asian
28.0;Male;Bachelor;Software Engineer;3.0;85000.0;USA;Asian
28.0;Male;Bachelor;Software Engineer;3.0;85000.0;Canada;Asian
27.0;Male;Bachelor;Software Engineer;3.0;85000.0;UK;Asian
27.0;Male;Bachelor;Software Engineer;3.0;85000.0;China;White
27.0;Male;Bachelor;Software Engineer;3.0;85000.0;China;White
27.0;Male;Bachelor;Software Engineer;3.0;85000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;3.0;85000.0;China;Chinese
31.0;Male;Bachelor;Software Engineer;7.0;120000.0;Australia;White
25.0;Male;Bachelor;Software Engineer;1.0;60000.0;Canada;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Korean
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Hispanic
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Korean
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Mixed
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Asian
33.0;Male;Master;Software Engineer;9.0;120000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;2.0;65000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;3.0;75000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Hispanic
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Australian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Welsh
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Asian
29.0;Male;Bachelor;Software Engineer;3.0;75000.0;USA;African American
33.0;Male;Master;Software Engineer;9.0;120000.0;UK;Mixed
27.0;Male;Bachelor;Software Engineer;2.0;65000.0;USA;Hispanic
27.0;Male;Bachelor;Software Engineer;3.0;75000.0;Australia;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;African American
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Chinese
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Australian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Asian
33.0;Male;Master;Software Engineer;8.0;120000.0;Canada;White
32.0;Female;Master;Software Engineer;9.0;120000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;2.0;65000.0;USA;Asian
27.0;Male;Bachelor;Software Engineer;3.0;75000.0;Canada;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Chinese
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
34.0;Male;Master;Software Engineer;9.0;125000.0;USA;African American
33.0;Female;Master;Software Engineer;8.0;120000.0;UK;Mixed
28.0;Male;Bachelor;Software Engineer;3.0;70000.0;UK;White
28.0;Male;Bachelor;Software Engineer;3.0;70000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;African American
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Welsh
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
26.0;Female;Master;Software Engineer;2.0;75000.0;China;Korean
27.0;Male;Bachelor;Software Engineer;2.0;70000.0;Australia;Australian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Chinese
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Australian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Canada;Black
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;USA;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;China;Korean
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;White
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;Australia;Asian
27.0;Male;Bachelor;Software Engineer;3.0;80000.0;UK;Mixed
44.0;Male;PhD;Software Engineer Manager;18.0;190000.0;Australia;White
61.0;Male;PhD;Software Engineer Manager;20.0;200000.0;UK;Welsh
53.0;Male;PhD;Software Engineer Manager;19.0;195000.0;Australia;Australian
50.0;Female;PhD;Software Engineer Manager;16.0;190000.0;UK;Welsh
57.0;Male;PhD;Software Engineer Manager;18.0;195000.0;China;White
62.0;Male;PhD;Software Engineer Manager;19.0;200000.0;UK;White
41.0;Female;PhD;Software Engineer Manager;14.0;185000.0;Canada;Asian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Canada;Black
47.0;Male;PhD;Software Engineer Manager;15.0;180000.0;USA;Asian
62.0;Male;PhD;Software Engineer Manager;20.0;200000.0;China;Korean
55.0;Male;PhD;Software Engineer Manager;17.0;190000.0;USA;African American
50.0;Female;PhD;Software Engineer Manager;16.0;185000.0;Australia;Asian
56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;White
45.0;Male;PhD;Software Engineer Manager;15.0;185000.0;China;White
43.0;Female;Master;Software Engineer Manager;11.0;160000.0;Canada;White
62.0;Male;PhD;Software Engineer Manager;19.0;200000.0;UK;Mixed
54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Asian
60.0;Male;PhD;Software Engineer Manager;18.0;195000.0;Australia;White
54.0;Female;PhD;Software Engineer Manager;14.0;190000.0;Australia;Australian
57.0;Male;PhD;Software Engineer Manager;16.0;195000.0;China;Korean
47.0;Male;PhD;Software Engineer Manager;14.0;175000.0;China;White
58.0;Male;PhD;Software Engineer Manager;17.0;200000.0;UK;Welsh
41.0;Male;PhD;Software Engineer Manager;12.0;175000.0;USA;Hispanic
61.0;Male;PhD;Software Engineer Manager;20.0;200000.0;USA;Hispanic
50.0;Female;PhD;Software Engineer Manager;16.0;190000.0;Canada;Asian
53.0;Male;PhD;Software Engineer Manager;18.0;195000.0;Australia;Australian
42.0;Male;PhD;Software Engineer Manager;14.0;180000.0;China;Chinese
54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Mixed
46.0;Female;PhD;Software Engineer Manager;14.0;180000.0;China;Korean
54.0;Male;PhD;Software Engineer Manager;18.0;195000.0;Canada;Black
54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;UK;White
62.0;Male;PhD;Software Engineer Manager;20.0;200000.0;Canada;Asian
62.0;Male;PhD;Software Engineer Manager;19.0;200000.0;Australia;Asian
58.0;Female;PhD;Software Engineer Manager;17.0;195000.0;China;White
56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;White
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;USA;White
52.0;Female;PhD;Software Engineer Manager;16.0;190000.0;Canada;White
50.0;Female;PhD;Software Engineer Manager;16.0;190000.0;USA;Asian
55.0;Male;PhD;Software Engineer Manager;17.0;190000.0;Canada;White
46.0;Male;PhD;Software Engineer Manager;14.0;180000.0;UK;Asian
43.0;Male;PhD;Software Engineer Manager;13.0;180000.0;USA;African American
41.0;Female;PhD;Software Engineer Manager;14.0;185000.0;Australia;Asian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Canada;Asian
56.0;Male;PhD;Software Engineer Manager;18.0;195000.0;Australia;Australian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;Canada;Asian
50.0;Male;PhD;Software Engineer Manager;16.0;190000.0;UK;White
46.0;Male;PhD;Software Engineer Manager;14.0;180000.0;China;White
54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;USA;Hispanic
58.0;Male;PhD;Software Engineer Manager;17.0;200000.0;China;White
54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Australia;Asian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;China;White
54.0;Male;PhD;Software Engineer Manager;18.0;195000.0;USA;White
56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Black
43.0;Male;PhD;Software Engineer Manager;13.0;180000.0;UK;Asian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;UK;White
46.0;Male;PhD;Software Engineer Manager;14.0;180000.0;China;Korean
56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;White
54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;Australia;Asian
58.0;Male;PhD;Software Engineer Manager;17.0;195000.0;Canada;Asian
52.0;Male;PhD;Software Engineer Manager;18.0;200000.0;China;White
54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;USA;Asian
57.0;Male;PhD;Software Engineer Manager;18.0;200000.0;Australia;Australian
51.0;Male;PhD;Software Engineer Manager;16.0;190000.0;UK;Mixed
46.0;Male;PhD;Software Engineer Manager;14.0;180000.0;China;White
51.0;Male;PhD;Software Engineer Manager;16.0;190000.0;USA;Hispanic
54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;USA;African American
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;USA;Asian
50.0;Male;PhD;Software Engineer Manager;16.0;190000.0;Australia;Australian
46.0;Male;PhD;Software Engineer Manager;14.0;180000.0;Canada;White
54.0;Male;PhD;Software Engineer Manager;16.0;190000.0;China;White
58.0;Male;PhD;Software Engineer Manager;17.0;200000.0;Canada;Black
54.0;Male;PhD;Software Engineer Manager;17.0;195000.0;UK;Asian
49.0;Male;PhD;Software Engineer Manager;15.0;185000.0;USA;African American
54.0;Male;PhD;Software Engineer Manager;18.0;195000.0;China;Chinese
56.0;Male;PhD;Software Engineer Manager;17.0;195000.0;China;Korean
